created_at,entry_id,field1,field2,field3
2020-07-13 18:22:00 UTC,368,IR16,0,2000-0-4T45:162:0
2020-07-13 21:06:00 UTC,369,IR6,0,2000-0-9T45:162:0
2020-07-14 06:47:00 UTC,370,IR35,0,2000-0-2T45:162:0
2020-07-15 00:50:00 UTC,371,IR36,0,2000-0-2T45:162:0
2020-07-16 00:02:00 UTC,372,IR13,0,2000-0-7T45:162:0
2020-07-16 07:58:00 UTC,373,IR39,1,2000-0-0T45:162:0
2020-07-16 14:36:00 UTC,374,IR17,1,2000-0-4T45:162:0
2020-07-16 17:20:00 UTC,375,IR21,0,2000-0-0T45:162:0
2020-07-17 14:54:00 UTC,376,IR49,1,2000-0-3T45:162:0
2020-07-18 04:41:00 UTC,377,IR25,1,2000-0-1T45:162:0
2020-07-18 21:53:00 UTC,378,IR24,0,2000-0-6T45:162:0
2020-07-19 02:33:00 UTC,379,IR49,0,2000-0-1T45:162:0
2020-07-19 19:21:00 UTC,380,IR10,1,2000-0-4T45:162:0
2020-07-20 00:30:00 UTC,381,IR42,0,2000-0-7T45:162:0
2020-07-20 19:53:00 UTC,382,IR48,0,2000-0-3T45:162:0
2020-07-21 01:36:00 UTC,383,IR36,1,2000-0-0T45:162:0
2020-07-21 14:08:00 UTC,384,IR10,1,2000-0-0T45:162:0
2020-07-22 11:33:00 UTC,385,IR41,0,2000-0-9T45:162:0
2020-07-22 13:09:00 UTC,386,IR20,0,2000-0-2T45:162:0
2020-07-23 03:51:00 UTC,387,IR14,0,2000-0-6T45:162:0
2020-07-23 12:14:00 UTC,388,IR13,1,2000-0-8T45:162:0
2020-07-24 10:17:00 UTC,389,IR48,1,2000-0-8T45:162:0
2020-07-24 14:06:00 UTC,390,IR7,0,2000-0-4T45:162:0
2020-07-24 22:10:00 UTC,391,IR43,0,2000-0-7T45:162:0
2020-07-25 09:04:00 UTC,392,IR4,1,2000-0-0T45:162:0
2020-07-25 13:11:00 UTC,393,IR8,0,2000-0-3T45:162:0
2020-07-26 04:39:00 UTC,394,IR30,1,2000-0-8T45:162:0
2020-07-26 20:34:00 UTC,395,IR8,0,2000-0-5T45:162:0
2020-07-27 16:38:00 UTC,396,IR18,0,2000-0-1T45:162:0
2020-07-28 10:58:00 UTC,397,IR14,1,2000-0-5T45:162:0
2020-07-29 06:29:00 UTC,398,IR37,1,2000-0-7T45:162:0
2020-07-29 08:16:00 UTC,399,IR44,0,2000-0-6T45:162:0
2020-07-29 11:18:00 UTC,400,IR45,0,2000-0-2T45:162:0
2020-07-30 02:38:00 UTC,401,IR50,0,2000-0-4T45:162:0
2020-07-30 14:31:00 UTC,402,IR43,0,2000-0-1T45:162:0
2020-07-30 21:29:00 UTC,403,IR19,1,2000-0-4T45:162:0
2020-07-30 23:34:00 UTC,404,IR41,1,2000-0-0T45:162:0
2020-07-31 03:29:00 UTC,405,IR20,0,2000-0-8T45:162:0
2020-08-01 00:31:00 UTC,406,IR39,0,2000-0-7T45:162:0
2020-08-02 00:08:00 UTC,407,IR16,1,2000-0-0T45:162:0
2020-08-02 19:33:00 UTC,408,IR37,0,2000-0-9T45:162:0
2020-08-03 18:23:00 UTC,409,IR21,0,2000-0-4T45:162:0
2020-08-04 04:43:00 UTC,410,IR21,1,2000-0-4T45:162:0
2020-08-04 23:30:00 UTC,411,IR24,1,2000-0-9T45:162:0
2020-08-05 19:26:00 UTC,412,IR1,0,2000-0-8T45:162:0
2020-08-06 04:07:00 UTC,413,IR23,1,2000-0-0T45:162:0
2020-08-06 12:02:00 UTC,414,IR5,1,2000-0-0T45:162:0
2020-08-06 20:23:00 UTC,415,IR28,1,2000-0-2T45:162:0
2020-08-07 17:18:00 UTC,416,IR17,0,2000-0-6T45:162:0
2020-08-08 10:21:00 UTC,417,IR19,1,2000-0-3T45:162:0
2020-08-08 20:09:00 UTC,418,IR24,0,2000-0-0T45:162:0
2020-08-09 03:55:00 UTC,419,IR22,1,2000-0-9T45:162:0
2020-08-09 09:21:00 UTC,420,IR50,0,2000-0-0T45:162:0
2020-08-09 15:40:00 UTC,421,IR10,0,2000-0-5T45:162:0
2020-08-10 09:03:00 UTC,422,IR4,1,2000-0-5T45:162:0
2020-08-11 07:47:00 UTC,423,IR33,1,2000-0-5T45:162:0
2020-08-12 06:36:00 UTC,424,IR36,1,2000-0-8T45:162:0
2020-08-12 20:03:00 UTC,425,IR8,1,2000-0-9T45:162:0
2020-08-13 00:42:00 UTC,426,IR48,1,2000-0-6T45:162:0
2020-08-13 04:22:00 UTC,427,IR16,0,2000-0-2T45:162:0
2020-08-13 09:23:00 UTC,428,IR33,0,2000-0-4T45:162:0
2020-08-13 12:24:00 UTC,429,IR38,0,2000-0-9T45:162:0
2020-08-13 16:40:00 UTC,430,IR20,1,2000-0-1T45:162:0
2020-08-13 23:01:00 UTC,431,IR20,1,2000-0-1T45:162:0
2020-08-14 17:07:00 UTC,432,IR50,0,2000-0-7T45:162:0
2020-08-15 14:30:00 UTC,433,IR40,0,2000-0-3T45:162:0
2020-08-16 01:33:00 UTC,434,IR8,1,2000-0-1T45:162:0
2020-08-16 07:07:00 UTC,435,IR9,1,2000-0-2T45:162:0
2020-08-16 10:41:00 UTC,436,IR46,1,2000-0-0T45:162:0
2020-08-16 23:19:00 UTC,437,IR8,1,2000-0-5T45:162:0
2020-08-17 02:00:00 UTC,438,IR26,1,2000-0-7T45:162:0
2020-08-17 14:14:00 UTC,439,IR47,1,2000-0-0T45:162:0
2020-08-18 02:53:00 UTC,440,IR14,0,2000-0-9T45:162:0
2020-08-18 22:04:00 UTC,441,IR12,0,2000-0-3T45:162:0
2020-08-19 01:19:00 UTC,442,IR2,0,2000-0-2T45:162:0
2020-08-19 06:53:00 UTC,443,IR23,0,2000-0-4T45:162:0
2020-08-19 12:46:00 UTC,444,IR5,0,2000-0-5T45:162:0
2020-08-19 20:56:00 UTC,445,IR46,1,2000-0-9T45:162:0
2020-08-20 01:28:00 UTC,446,IR5,1,2000-0-1T45:162:0
2020-08-20 19:06:00 UTC,447,IR14,0,2000-0-0T45:162:0
2020-08-21 05:39:00 UTC,448,IR39,1,2000-0-3T45:162:0
2020-08-21 08:32:00 UTC,449,IR31,1,2000-0-8T45:162:0
2020-08-22 04:40:00 UTC,450,IR26,0,2000-0-4T45:162:0
2020-08-22 23:31:00 UTC,451,IR27,1,2000-0-3T45:162:0
2020-08-23 12:58:00 UTC,452,IR28,1,2000-0-7T45:162:0
2020-08-23 15:29:00 UTC,453,IR35,1,2000-0-6T45:162:0
2020-08-24 03:54:00 UTC,454,IR11,1,2000-0-6T45:162:0
2020-08-24 11:14:00 UTC,455,IR50,1,2000-0-7T45:162:0
2020-08-25 11:03:00 UTC,456,IR10,0,2000-0-1T45:162:0
2020-08-25 12:27:00 UTC,457,IR13,1,2000-0-9T45:162:0
2020-08-25 13:48:00 UTC,458,IR21,1,2000-0-2T45:162:0
2020-08-26 07:53:00 UTC,459,IR17,0,2000-0-3T45:162:0
2020-08-27 00:05:00 UTC,460,IR34,0,2000-0-2T45:162:0
2020-08-27 20:51:00 UTC,461,IR50,0,2000-0-6T45:162:0
2020-08-28 19:50:00 UTC,462,IR27,1,2000-0-0T45:162:0
2020-08-29 09:54:00 UTC,463,IR36,0,2000-0-7T45:162:0
2020-08-30 07:42:00 UTC,464,IR18,1,2000-0-6T45:162:0
2020-08-30 11:40:00 UTC,465,IR37,1,2000-0-3T45:162:0
2020-08-31 10:36:00 UTC,466,IR33,0,2000-0-8T45:162:0
2020-09-01 09:24:00 UTC,467,IR17,1,2000-0-6T45:162:0
2020-09-01 22:32:00 UTC,468,IR24,1,2000-0-5T45:162:0
2020-09-02 04:46:00 UTC,469,IR8,0,2000-0-5T45:162:0
2020-09-02 14:38:00 UTC,470,IR31,0,2000-0-6T45:162:0
2020-09-03 05:26:00 UTC,471,IR10,0,2000-0-0T45:162:0
2020-09-03 16:05:00 UTC,472,IR43,1,2000-0-0T45:162:0
2020-09-03 18:48:00 UTC,473,IR39,1,2000-0-0T45:162:0
2020-09-03 23:32:00 UTC,474,IR42,1,2000-0-8T45:162:0
2020-09-04 21:33:00 UTC,475,IR7,0,2000-0-6T45:162:0
2020-09-05 07:00:00 UTC,476,IR27,0,2000-0-1T45:162:0
2020-09-05 23:21:00 UTC,477,IR25,0,2000-0-9T45:162:0
2020-09-06 21:57:00 UTC,478,IR2,1,2000-0-6T45:162:0
2020-09-07 17:46:00 UTC,479,IR22,0,2000-0-2T45:162:0
2020-09-08 07:15:00 UTC,480,IR49,0,2000-0-7T45:162:0
2020-09-08 11:04:00 UTC,481,IR14,1,2000-0-9T45:162:0
2020-09-09 10:03:00 UTC,482,IR17,0,2000-0-1T45:162:0
2020-09-09 16:45:00 UTC,483,IR45,0,2000-0-9T45:162:0
2020-09-09 19:16:00 UTC,484,IR21,0,2000-0-5T45:162:0
2020-09-10 18:25:00 UTC,485,IR29,1,2000-0-8T45:162:0
2020-09-11 17:58:00 UTC,486,IR36,1,2000-0-0T45:162:0
2020-09-12 02:27:00 UTC,487,IR5,0,2000-0-6T45:162:0
2020-09-12 15:42:00 UTC,488,IR32,0,2000-0-2T45:162:0
2020-09-13 00:33:00 UTC,489,IR47,1,2000-0-3T45:162:0
2020-09-13 08:00:00 UTC,490,IR9,0,2000-0-3T45:162:0
2020-09-13 16:33:00 UTC,491,IR45,1,2000-0-7T45:162:0
2020-09-14 06:14:00 UTC,492,IR35,0,2000-0-4T45:162:0
2020-09-14 18:04:00 UTC,493,IR47,1,2000-0-6T45:162:0
2020-09-15 01:09:00 UTC,494,IR11,0,2000-0-2T45:162:0
2020-09-15 05:01:00 UTC,495,IR37,0,2000-0-8T45:162:0
2020-09-16 03:38:00 UTC,496,IR19,1,2000-0-4T45:162:0
2020-09-16 06:14:00 UTC,497,IR10,1,2000-0-2T45:162:0
2020-09-16 14:25:00 UTC,498,IR38,0,2000-0-0T45:162:0
2020-09-17 00:15:00 UTC,499,IR39,1,2000-0-8T45:162:0
2020-09-17 01:53:00 UTC,500,IR36,0,2000-0-7T45:162:0
2020-09-18 00:12:00 UTC,501,IR4,0,2000-0-8T45:162:0
2020-09-18 13:55:00 UTC,502,IR14,1,2000-0-9T45:162:0
2020-09-19 12:54:00 UTC,503,IR16,1,2000-0-5T45:162:0
2020-09-19 23:58:00 UTC,504,IR10,1,2000-0-7T45:162:0
2020-09-20 06:16:00 UTC,505,IR42,0,2000-0-1T45:162:0
2020-09-20 21:07:00 UTC,506,IR23,1,2000-0-8T45:162:0
2020-09-21 04:50:00 UTC,507,IR16,0,2000-0-8T45:162:0
2020-09-21 20:12:00 UTC,508,IR9,1,2000-0-2T45:162:0
2020-09-21 22:41:00 UTC,509,IR14,0,2000-0-6T45:162:0
2020-09-22 14:05:00 UTC,510,IR6,0,2000-0-6T45:162:0
2020-09-23 10:30:00 UTC,511,IR46,1,2000-0-8T45:162:0
2020-09-24 08:58:00 UTC,512,IR49,0,2000-0-6T45:162:0
2020-09-25 08:09:00 UTC,513,IR35,0,2000-0-3T45:162:0
2020-09-25 23:38:00 UTC,514,IR17,1,2000-0-1T45:162:0
2020-09-26 03:47:00 UTC,515,IR23,1,2000-0-7T45:162:0
2020-09-26 23:11:00 UTC,516,IR3,1,2000-0-9T45:162:0
2020-09-27 11:38:00 UTC,517,IR29,1,2000-0-6T45:162:0
2020-09-27 20:57:00 UTC,518,IR29,1,2000-0-4T45:162:0
2020-09-27 22:43:00 UTC,519,IR1,1,2000-0-2T45:162:0
2020-09-28 10:22:00 UTC,520,IR9,0,2000-0-3T45:162:0
2020-09-29 00:29:00 UTC,521,IR12,1,2000-0-4T45:162:0
2020-09-29 09:27:00 UTC,522,IR14,0,2000-0-3T45:162:0
2020-09-30 05:43:00 UTC,523,IR13,0,2000-0-4T45:162:0
2020-09-30 16:07:00 UTC,524,IR46,1,2000-0-3T45:162:0
2020-10-01 10:47:00 UTC,525,IR25,1,2000-0-7T45:162:0
2020-10-01 22:35:00 UTC,526,IR46,1,2000-0-6T45:162:0
2020-10-02 18:34:00 UTC,527,IR35,0,2000-0-5T45:162:0
2020-10-03 03:25:00 UTC,528,IR10,1,2000-0-0T45:162:0
2020-10-03 04:39:00 UTC,529,IR4,1,2000-0-1T45:162:0
2020-10-03 10:47:00 UTC,530,IR5,1,2000-0-3T45:162:0
2020-10-03 13:33:00 UTC,531,IR48,0,2000-0-7T45:162:0
2020-10-03 17:47:00 UTC,532,IR44,0,2000-0-7T45:162:0
2020-10-03 23:33:00 UTC,533,IR25,1,2000-0-9T45:162:0
2020-10-04 08:35:00 UTC,534,IR1,0,2000-0-8T45:162:0
2020-10-05 02:20:00 UTC,535,IR15,1,2000-0-7T45:162:0
2020-10-06 00:10:00 UTC,536,IR3,0,2000-0-0T45:162:0
2020-10-06 03:29:00 UTC,537,IR38,0,2000-0-9T45:162:0
2020-10-06 08:46:00 UTC,538,IR31,0,2000-0-8T45:162:0
2020-10-07 04:52:00 UTC,539,IR37,0,2000-0-5T45:162:0
2020-10-08 03:41:00 UTC,540,IR12,1,2000-0-5T45:162:0
2020-10-09 03:33:00 UTC,541,IR43,1,2000-0-7T45:162:0
2020-10-09 09:22:00 UTC,542,IR26,0,2000-0-7T45:162:0
2020-10-09 14:35:00 UTC,543,IR2,0,2000-0-4T45:162:0
2020-10-10 09:26:00 UTC,544,IR6,1,2000-0-8T45:162:0
2020-10-10 17:37:00 UTC,545,IR41,0,2000-0-5T45:162:0
2020-10-11 08:59:00 UTC,546,IR45,0,2000-0-8T45:162:0
2020-10-11 23:14:00 UTC,547,IR36,1,2000-0-7T45:162:0
2020-10-12 09:13:00 UTC,548,IR50,1,2000-0-5T45:162:0
2020-10-13 08:54:00 UTC,549,IR4,1,2000-0-6T45:162:0
2020-10-13 21:55:00 UTC,550,IR45,0,2000-0-1T45:162:0
2020-10-14 11:55:00 UTC,551,IR45,1,2000-0-9T45:162:0
2020-10-15 00:55:00 UTC,552,IR33,0,2000-0-1T45:162:0
2020-10-15 09:47:00 UTC,553,IR35,1,2000-0-6T45:162:0
2020-10-15 11:24:00 UTC,554,IR22,1,2000-0-8T45:162:0
2020-10-15 20:50:00 UTC,555,IR50,0,2000-0-1T45:162:0
2020-10-16 04:03:00 UTC,556,IR14,0,2000-0-2T45:162:0
2020-10-16 23:22:00 UTC,557,IR45,1,2000-0-4T45:162:0
2020-10-17 15:40:00 UTC,558,IR23,1,2000-0-2T45:162:0
2020-10-18 09:58:00 UTC,559,IR47,0,2000-0-8T45:162:0
2020-10-19 07:56:00 UTC,560,IR13,1,2000-0-1T45:162:0
2020-10-19 13:33:00 UTC,561,IR29,1,2000-0-6T45:162:0
2020-10-20 03:36:00 UTC,562,IR2,0,2000-0-1T45:162:0
2020-10-20 18:02:00 UTC,563,IR34,0,2000-0-6T45:162:0
2020-10-21 03:44:00 UTC,564,IR8,0,2000-0-0T45:162:0
2020-10-21 10:01:00 UTC,565,IR15,1,2000-0-2T45:162:0
2020-10-21 15:57:00 UTC,566,IR20,0,2000-0-3T45:162:0
2020-10-22 12:31:00 UTC,567,IR45,1,2000-0-5T45:162:0
2020-10-22 14:57:00 UTC,568,IR27,1,2000-0-6T45:162:0
2020-10-23 14:29:00 UTC,569,IR16,0,2000-0-9T45:162:0
2020-10-24 07:53:00 UTC,570,IR1,1,2000-0-3T45:162:0
2020-10-25 06:19:00 UTC,571,IR23,1,2000-0-3T45:162:0
2020-10-25 11:52:00 UTC,572,IR38,1,2000-0-1T45:162:0
2020-10-26 01:41:00 UTC,573,IR26,1,2000-0-8T45:162:0
2020-10-26 08:12:00 UTC,574,IR40,0,2000-0-1T45:162:0
2020-10-26 09:17:00 UTC,575,IR12,0,2000-0-0T45:162:0
2020-10-27 04:29:00 UTC,576,IR24,1,2000-0-7T45:162:0
2020-10-28 03:24:00 UTC,577,IR17,1,2000-0-4T45:162:0
2020-10-28 04:25:00 UTC,578,IR49,1,2000-0-2T45:162:0
2020-10-29 00:56:00 UTC,579,IR5,1,2000-0-6T45:162:0
2020-10-29 18:39:00 UTC,580,IR11,1,2000-0-8T45:162:0
2020-10-30 15:59:00 UTC,581,IR37,0,2000-0-8T45:162:0
2020-10-31 04:01:00 UTC,582,IR3,0,2000-0-8T45:162:0
2020-11-01 03:06:00 UTC,583,IR44,1,2000-0-8T45:162:0
2020-11-01 15:57:00 UTC,584,IR33,1,2000-0-7T45:162:0
2020-11-02 09:33:00 UTC,585,IR44,0,2000-0-9T45:162:0
2020-11-02 17:10:00 UTC,586,IR45,0,2000-0-3T45:162:0
2020-11-03 16:43:00 UTC,587,IR49,1,2000-0-6T45:162:0
2020-11-04 08:14:00 UTC,588,IR40,0,2000-0-4T45:162:0
2020-11-04 21:18:00 UTC,589,IR3,0,2000-0-8T45:162:0
2020-11-05 20:00:00 UTC,590,IR11,1,2000-0-9T45:162:0
2020-11-06 13:13:00 UTC,591,IR33,1,2000-0-9T45:162:0
2020-11-07 10:48:00 UTC,592,IR11,0,2000-0-9T45:162:0
2020-11-08 03:52:00 UTC,593,IR6,1,2000-0-9T45:162:0
2020-11-08 16:24:00 UTC,594,IR7,1,2000-0-2T45:162:0
2020-11-08 20:52:00 UTC,595,IR48,0,2000-0-7T45:162:0
2020-11-09 20:14:00 UTC,596,IR14,0,2000-0-2T45:162:0
2020-11-10 08:31:00 UTC,597,IR17,0,2000-0-3T45:162:0
2020-11-10 14:16:00 UTC,598,IR12,0,2000-0-3T45:162:0
2020-11-10 19:29:00 UTC,599,IR29,0,2000-0-3T45:162:0
2020-11-11 14:20:00 UTC,600,IR43,1,2000-0-0T45:162:0
2020-11-11 21:08:00 UTC,601,IR12,0,2000-0-9T45:162:0
2020-11-12 20:23:00 UTC,602,IR8,0,2000-0-7T45:162:0
2020-11-13 09:11:00 UTC,603,IR8,0,2000-0-4T45:162:0
2020-11-14 06:43:00 UTC,604,IR17,1,2000-0-3T45:162:0
2020-11-14 23:45:00 UTC,605,IR47,0,2000-0-7T45:162:0
2020-11-15 16:48:00 UTC,606,IR19,0,2000-0-7T45:162:0
2020-11-16 01:24:00 UTC,607,IR42,1,2000-0-0T45:162:0
2020-11-16 18:08:00 UTC,608,IR47,1,2000-0-9T45:162:0
2020-11-17 03:55:00 UTC,609,IR29,1,2000-0-0T45:162:0
2020-11-17 19:43:00 UTC,610,IR48,0,2000-0-2T45:162:0
2020-11-17 21:50:00 UTC,611,IR46,1,2000-0-4T45:162:0
2020-11-18 03:29:00 UTC,612,IR7,1,2000-0-1T45:162:0
2020-11-18 20:52:00 UTC,613,IR6,1,2000-0-3T45:162:0
2020-11-19 06:57:00 UTC,614,IR16,0,2000-0-8T45:162:0
2020-11-19 16:48:00 UTC,615,IR5,0,2000-0-4T45:162:0
2020-11-20 11:16:00 UTC,616,IR19,0,2000-0-8T45:162:0
2020-11-20 15:28:00 UTC,617,IR43,0,2000-0-6T45:162:0
2020-11-21 08:12:00 UTC,618,IR48,0,2000-0-4T45:162:0
2020-11-21 15:03:00 UTC,619,IR27,0,2000-0-0T45:162:0
2020-11-22 03:07:00 UTC,620,IR25,0,2000-0-2T45:162:0
2020-11-22 09:18:00 UTC,621,IR15,0,2000-0-4T45:162:0
2020-11-23 01:18:00 UTC,622,IR45,0,2000-0-5T45:162:0
2020-11-23 12:39:00 UTC,623,IR8,0,2000-0-8T45:162:0
2020-11-23 13:48:00 UTC,624,IR35,1,2000-0-6T45:162:0
2020-11-24 08:41:00 UTC,625,IR36,0,2000-0-2T45:162:0
2020-11-24 11:11:00 UTC,626,IR39,0,2000-0-5T45:162:0
2020-11-24 16:58:00 UTC,627,IR48,0,2000-0-9T45:162:0
2020-11-25 05:57:00 UTC,628,IR26,0,2000-0-5T45:162:0
2020-11-25 21:58:00 UTC,629,IR37,0,2000-0-2T45:162:0
2020-11-26 03:14:00 UTC,630,IR43,0,2000-0-0T45:162:0
2020-11-27 03:01:00 UTC,631,IR41,0,2000-0-0T45:162:0
2020-11-27 17:45:00 UTC,632,IR32,0,2000-0-1T45:162:0
2020-11-28 06:56:00 UTC,633,IR17,0,2000-0-4T45:162:0
2020-11-28 14:10:00 UTC,634,IR11,1,2000-0-7T45:162:0
2020-11-28 17:14:00 UTC,635,IR15,1,2000-0-3T45:162:0
2020-11-28 21:36:00 UTC,636,IR39,0,2000-0-1T45:162:0
2020-11-29 05:13:00 UTC,637,IR39,1,2000-0-5T45:162:0
2020-11-29 09:30:00 UTC,638,IR13,1,2000-0-3T45:162:0
2020-11-30 09:00:00 UTC,639,IR21,0,2000-0-9T45:162:0
2020-11-30 12:19:00 UTC,640,IR3,0,2000-0-2T45:162:0
2020-12-01 00:25:00 UTC,641,IR2,0,2000-0-4T45:162:0
2020-12-01 09:32:00 UTC,642,IR40,0,2000-0-6T45:162:0
2020-12-01 12:19:00 UTC,643,IR49,0,2000-0-4T45:162:0
2020-12-01 23:55:00 UTC,644,IR12,1,2000-0-8T45:162:0
2020-12-02 07:37:00 UTC,645,IR10,0,2000-0-1T45:162:0
2020-12-03 07:01:00 UTC,646,IR6,1,2000-0-9T45:162:0
2020-12-03 09:01:00 UTC,647,IR22,1,2000-0-2T45:162:0
2020-12-03 14:43:00 UTC,648,IR36,1,2000-0-7T45:162:0
2020-12-04 03:19:00 UTC,649,IR37,0,2000-0-5T45:162:0
2020-12-04 12:59:00 UTC,650,IR39,1,2000-0-0T45:162:0
2020-12-05 09:13:00 UTC,651,IR18,0,2000-0-2T45:162:0
2020-12-05 14:59:00 UTC,652,IR4,1,2000-0-2T45:162:0
2020-12-06 04:28:00 UTC,653,IR38,0,2000-0-5T45:162:0
2020-12-06 07:11:00 UTC,654,IR46,0,2000-0-3T45:162:0
2020-12-07 04:19:00 UTC,655,IR21,1,2000-0-4T45:162:0
2020-12-07 12:50:00 UTC,656,IR8,0,2000-0-0T45:162:0
2020-12-07 19:25:00 UTC,657,IR14,0,2000-0-1T45:162:0
2020-12-08 14:27:00 UTC,658,IR44,1,2000-0-7T45:162:0
2020-12-08 17:55:00 UTC,659,IR14,1,2000-0-3T45:162:0
2020-12-09 06:19:00 UTC,660,IR38,1,2000-0-0T45:162:0
2020-12-09 17:33:00 UTC,661,IR36,1,2000-0-5T45:162:0
2020-12-10 01:15:00 UTC,662,IR11,0,2000-0-2T45:162:0
2020-12-10 20:23:00 UTC,663,IR18,1,2000-0-1T45:162:0
2020-12-11 18:04:00 UTC,664,IR27,1,2000-0-7T45:162:0
2020-12-12 05:37:00 UTC,665,IR5,0,2000-0-3T45:162:0
2020-12-12 08:40:00 UTC,666,IR32,1,2000-0-3T45:162:0
2020-12-13 06:56:00 UTC,667,IR24,1,2000-0-0T45:162:0
2020-12-13 15:04:00 UTC,668,IR14,0,2000-0-4T45:162:0
2020-12-14 11:18:00 UTC,669,IR46,1,2000-0-0T45:162:0
2020-12-14 20:54:00 UTC,670,IR50,1,2000-0-8T45:162:0
2020-12-14 22:29:00 UTC,671,IR21,0,2000-0-3T45:162:0
2020-12-15 08:34:00 UTC,672,IR45,0,2000-0-2T45:162:0
2020-12-15 18:30:00 UTC,673,IR13,1,2000-0-1T45:162:0
2020-12-16 08:21:00 UTC,674,IR48,1,2000-0-8T45:162:0
2020-12-16 10:27:00 UTC,675,IR41,1,2000-0-1T45:162:0
2020-12-17 08:41:00 UTC,676,IR43,0,2000-0-5T45:162:0
2020-12-17 11:14:00 UTC,677,IR30,0,2000-0-7T45:162:0
2020-12-17 14:02:00 UTC,678,IR29,0,2000-0-5T45:162:0
2020-12-17 22:48:00 UTC,679,IR23,1,2000-0-8T45:162:0
2020-12-18 15:55:00 UTC,680,IR48,0,2000-0-8T45:162:0
2020-12-18 22:00:00 UTC,681,IR42,1,2000-0-3T45:162:0
2020-12-19 03:48:00 UTC,682,IR46,1,2000-0-7T45:162:0
2020-12-19 06:40:00 UTC,683,IR41,0,2000-0-3T45:162:0
2020-12-20 05:22:00 UTC,684,IR9,0,2000-0-2T45:162:0
2020-12-20 08:49:00 UTC,685,IR27,0,2000-0-2T45:162:0
2020-12-20 18:36:00 UTC,686,IR32,1,2000-0-1T45:162:0
2020-12-21 14:25:00 UTC,687,IR7,1,2000-0-1T45:162:0
2020-12-21 22:45:00 UTC,688,IR25,0,2000-0-4T45:162:0
2020-12-22 20:14:00 UTC,689,IR44,0,2000-0-9T45:162:0
2020-12-23 02:39:00 UTC,690,IR8,0,2000-0-9T45:162:0
2020-12-23 23:14:00 UTC,691,IR47,1,2000-0-7T45:162:0
2020-12-24 14:31:00 UTC,692,IR5,0,2000-0-3T45:162:0
2020-12-25 03:18:00 UTC,693,IR15,0,2000-0-1T45:162:0
2020-12-25 11:31:00 UTC,694,IR12,1,2000-0-1T45:162:0
2020-12-25 20:11:00 UTC,695,IR34,0,2000-0-0T45:162:0
2020-12-26 01:29:00 UTC,696,IR37,0,2000-0-3T45:162:0
2020-12-26 04:54:00 UTC,697,IR17,0,2000-0-1T45:162:0
2020-12-26 09:22:00 UTC,698,IR13,1,2000-0-6T45:162:0
2020-12-27 08:30:00 UTC,699,IR26,0,2000-0-5T45:162:0
2020-12-27 18:53:00 UTC,700,IR49,1,2000-0-4T45:162:0
2020-12-28 05:41:00 UTC,701,IR13,1,2000-0-0T45:162:0
2020-12-28 19:23:00 UTC,702,IR41,1,2000-0-1T45:162:0
2020-12-29 14:22:00 UTC,703,IR37,0,2000-0-3T45:162:0
2020-12-29 20:00:00 UTC,704,IR36,1,2000-0-7T45:162:0
2020-12-30 02:30:00 UTC,705,IR15,1,2000-0-1T45:162:0
2020-12-30 15:04:00 UTC,706,IR21,1,2000-0-1T45:162:0
2020-12-30 19:38:00 UTC,707,IR49,1,2000-0-8T45:162:0
2020-12-31 11:51:00 UTC,708,IR8,1,2000-0-9T45:162:0
2021-01-01 10:25:00 UTC,709,IR5,1,2000-0-0T45:162:0
2021-01-02 05:24:00 UTC,710,IR3,0,2000-0-5T45:162:0
2021-01-02 22:14:00 UTC,711,IR23,0,2000-0-0T45:162:0
2021-01-03 04:22:00 UTC,712,IR33,0,2000-0-6T45:162:0
2021-01-03 09:17:00 UTC,713,IR30,0,2000-0-4T45:162:0
2021-01-03 16:11:00 UTC,714,IR42,1,2000-0-7T45:162:0
2021-01-03 19:00:00 UTC,715,IR15,0,2000-0-7T45:162:0
2021-01-04 09:59:00 UTC,716,IR8,1,2000-0-8T45:162:0
2021-01-04 17:57:00 UTC,717,IR11,0,2000-0-3T45:162:0
2021-01-05 10:21:00 UTC,718,IR21,0,2000-0-9T45:162:0
2021-01-06 06:03:00 UTC,719,IR36,1,2000-0-8T45:162:0
2021-01-06 13:33:00 UTC,720,IR29,1,2000-0-2T45:162:0
2021-01-07 09:56:00 UTC,721,IR32,1,2000-0-7T45:162:0
2021-01-07 11:03:00 UTC,722,IR19,1,2000-0-0T45:162:0
2021-01-08 03:57:00 UTC,723,IR12,1,2000-0-1T45:162:0
2021-01-08 16:06:00 UTC,724,IR39,1,2000-0-8T45:162:0
2021-01-08 23:32:00 UTC,725,IR46,0,2000-0-5T45:162:0
2021-01-09 12:12:00 UTC,726,IR9,1,2000-0-7T45:162:0
2021-01-10 01:27:00 UTC,727,IR21,0,2000-0-7T45:162:0
2021-01-10 21:59:00 UTC,728,IR38,1,2000-0-1T45:162:0
2021-01-11 15:57:00 UTC,729,IR32,1,2000-0-2T45:162:0
2021-01-11 21:12:00 UTC,730,IR28,0,2000-0-5T45:162:0
2021-01-12 06:50:00 UTC,731,IR13,0,2000-0-4T45:162:0
2021-01-12 11:05:00 UTC,732,IR17,1,2000-0-1T45:162:0
2021-01-13 10:10:00 UTC,733,IR21,1,2000-0-6T45:162:0
2021-01-13 18:59:00 UTC,734,IR30,1,2000-0-3T45:162:0
